order_id,customer_id,order_date,revenue,quantity,category,status,product_id,sku,unit_price,cost_of_goods,shipping_cost,tax_amount,discount_amount,channel,payment_method,customer_type,region,is_returned,return_reason
ORD-16868,CUST-2290,2025-08-20,335.05,3,Fashion,Pending,PROD-456,SKU-1359,111.68,134.02,4.42,26.80,0.00,Social Media,Crypto,VIP,International,FALSE,
ORD-16869,CUST-2290,2024-06-09,193.54,1,Fashion,Cancelled,PROD-305,SKU-4383,193.54,77.42,10.84,15.48,0.00,Mobile App,PayPal,VIP,West,FALSE,
ORD-16870,CUST-2291,2023-02-03,437.16,2,Electronics,Cancelled,PROD-957,SKU-4597,218.58,174.87,19.56,34.97,0.00,Affiliate,Crypto,New,South,FALSE,
ORD-16871,CUST-2291,2025-04-25,222.10,5,Beauty,Shipped,PROD-201,SKU-281,44.42,88.84,5.23,17.77,0.00,Affiliate,Crypto,VIP,International,FALSE,
ORD-16872,CUST-2291,2023-02-06,499.81,3,Beauty,Pending,PROD-672,SKU-1967,166.60,199.92,5.77,39.98,0.00,Social Media,Crypto,New,East,FALSE,
ORD-16873,CUST-2292,2025-02-23,294.87,4,Fashion,Shipped,PROD-997,SKU-1114,73.72,117.95,9.37,23.59,0.00,Social Media,Credit Card,New,West,FALSE,
ORD-16874,CUST-2292,2024-03-19,93.47,2,Electronics,Shipped,PROD-496,SKU-4075,46.73,37.39,19.35,7.48,0.00,Social Media,Crypto,New,West,FALSE,
ORD-16875,CUST-2292,2025-08-10,308.56,2,Beauty,Pending,PROD-182,SKU-4235,154.28,123.42,15.31,24.68,0.00,Web,Crypto,VIP,East,TRUE,
ORD-16876,CUST-2293,2025-05-21,424.15,2,Electronics,Pending,PROD-442,SKU-4581,212.08,169.66,4.94,33.93,0.00,Social Media,Debit Card,VIP,North,FALSE,
ORD-16877,CUST-2293,2023-10-29,318.43,2,Electronics,Returned,PROD-73,SKU-4824,159.22,127.37,4.74,25.47,0.00,Affiliate,PayPal,New,East,FALSE,
ORD-16878,CUST-2293,2023-11-26,501.32,,Sports,Cancelled,PROD-722,SKU-3626,125.33,200.53,1.95,40.11,0.00,Social Media,Crypto,VIP,International,FALSE,
ORD-16879,CUST-2294,2023-07-07,335.03,1,Electronics,Returned,PROD-767,SKU-3877,335.03,134.01,14.55,26.80,0.00,Mobile App,Debit Card,VIP,International,FALSE,
ORD-16880,CUST-2294,2024-11-27,404.28,3,Beauty,Returned,PROD-101,SKU-4024,134.76,161.71,11.45,32.34,0.00,Web,Credit Card,Returning,East,FALSE,
ORD-16881,CUST-2294,2024-02-11,17.50,1,Sports,Pending,PROD-198,SKU-1323,17.50,7.00,19.17,1.40,0.00,Affiliate,PayPal,Returning,South,FALSE,
ORD-16882,CUST-2295,Mon Apr 03 2023,346.29,5,Electronics,Completed,PROD-90,SKU-629,69.26,138.52,1.78,27.70,0.00,Mobile App,PayPal,Returning,South,FALSE,
ORD-16883,CUST-2295,2025-09-10, 325.11 ,5,Sports,Returned,PROD-966,SKU-3299,65.02,130.04,17.80,26.01,0.00,Social Media,PayPal,VIP,International,FALSE,
ORD-16884,CUST-2295,2026-01-25,397.03,3,Home,Returned,PROD-539,SKU-1297,132.34,158.81,7.61,31.76,0.00,Mobile App,PayPal,Returning,South,FALSE,
ORD-16885,CUST-2296,2025-10-04,473.64,1,Home,Shipped,PROD-314,SKU-2384,473.64,189.46,13.49,37.89,0.00,Social Media,Debit Card,VIP,South,FALSE,
ORD-16886,CUST-2296,8/17/2024,228.59,4,Home,Completed,PROD-527,SKU-2589,57.15,91.44,17.38,18.29,0.00,Mobile App,PayPal,Returning,East,FALSE,
ORD-16887,CUST-2296,2025-03-20,95.57,5,Electronics,Returned,PROD-910,SKU-731,19.11,38.23,15.66,7.65,0.00,Web,Crypto,VIP,North,FALSE,
ORD-16888,CUST-2297,2025-06-14,103.15,5,Beauty,Pending,PROD-787,SKU-2532,20.63,41.26,10.88,8.25,0.00,Web,PayPal,Returning,South,FALSE,
ORD-16889,CUST-2297,2023-03-13,434.89,3,Electronics,Cancelled,PROD-326,SKU-3579,144.96,173.96,0.87,34.79,0.00,Social Media,Crypto,VIP,North,FALSE,
ORD-16890,CUST-2297,2025-12-30,338.01,3,Fashion,Completed,PROD-981,SKU-271,112.67,135.21,3.96,27.04,0.00,Mobile App,Debit Card,New,South,FALSE,
ORD-16891,CUST-2298,2025-03-22,447.96,3,Beauty,Pending,PROD-911,SKU-3250,149.32,179.18,17.88,35.84,0.00,Affiliate,Credit Card,New,International,FALSE,
ORD-16892,CUST-2298,2025-03-31,111.29,2,Beauty,Pending,PROD-863,SKU-4916,55.64,44.51,12.71,8.90,0.00,Social Media,PayPal,VIP,International,FALSE,
ORD-16893, CUST-2298 ,2023-10-18,,500,Electronics,Completed,PROD-641,SKU-814,79.44,158.88,6.96,31.78,0.00,Web,Crypto,VIP,South,FALSE,
ORD-16894,CUST-2299,2025-04-28,385.81,5,Home,Completed,PROD-318,SKU-3918,77.16,154.32,14.50,30.86,0.00,Social Media,PayPal,Returning,North,FALSE,
ORD-16895,CUST-2299,2024-09-08,70.14,3,Beauty,Shipped,PROD-421,SKU-984,23.38,28.06,16.31,5.61,7.01,Social Media,Debit Card,Returning,East,TRUE,
ORD-16896,CUST-2299,2024-04-04,477.06,3,Electronics,Completed,PROD-852,SKU-305,159.02,190.82,0.28,38.16,0.00,Social Media,PayPal,VIP,North,FALSE,
ORD-16897,CUST-2300,2026-02-28,163.55,100,Sports,Shipped,PROD-920,SKU-4007,163.55,65.42,16.54,13.08,16.36,Mobile App,Credit Card,VIP,East,FALSE,
ORD-16898,CUST-2300,2024-04-15,30.58,3,Home,Completed,PROD-892,SKU-191,10.19,12.23,8.70,2.45,3.06,Affiliate,Debit Card,VIP,South,FALSE,
ORD-16899,CUST-2300,2025-08-20,291.71,1,Fashion,Returned,PROD-456,SKU-4760,291.71,116.68,15.96,23.34,29.17,Social Media,Credit Card,New,North,FALSE,
ORD-16900,CUST-2301,Wed Jan 22 2025,496.74,3,Home,Completed,PROD-906,SKU-3205,165.58,198.70,6.39,39.74,0.00,Web,PayPal,Returning,South,FALSE,
ORD-16901,CUST-2301,2024-05-03,177.48,3, Beauty ,Cancelled,PROD-773,SKU-4026,59.16,70.99,7.61,14.20,0.00,Web,PayPal,New,International,FALSE,
ORD-16902, CUST-2301 ,2025-08-15,237.25,3,Fashion,Pending,PROD-938,SKU-4773,79.08,94.90,5.57,18.98,0.00,Web,PayPal,Returning,West,FALSE,
ORD-16903,CUST-2302,2023-12-24,352.20,5,Home,Returned,PROD-599,SKU-645,70.44,140.88,1.40,28.18,35.22,Mobile App,Credit Card,VIP,South,FALSE,
ORD-16904,CUST-2302,2023-12-20,152.71,5,Sports,Completed,PROD-348,SKU-3340,30.54,61.08,11.42,12.22,15.27,Social Media,Crypto,Returning,South,FALSE,Defective
ORD-16905,CUST-2302,2024-08-31,14.40,1,Electronics,Pending,PROD-333,SKU-70,14.40,5.76,10.81,1.15,0.00,Mobile App,Crypto,VIP,South,FALSE,
ORD-16906,CUST-2303,2023-03-13,218.44,1,Electronics,Pending,PROD-207,SKU-3184,218.44,87.37,0.94,17.47,0.00,Affiliate,PayPal,New,West,FALSE,
ORD-16907,CUST-2303,2023-07-15,459.82,3,Home,Cancelled,PROD-787,SKU-2629,153.27,183.93,14.81,36.79,0.00,Mobile App,PayPal,Returning,North,FALSE,Defective
ORD-16908,CUST-2303,2025-03-25,271.62,5,Fashion,Shipped,PROD-972,SKU-3824,54.32,108.65,10.02,21.73,27.16,Social Media,PayPal,New,North,FALSE,
ORD-16909,CUST-2304,2025-01-29,149.38,5,Sports,Pending,PROD-208,SKU-4145,29.88,59.75,9.81,11.95,0.00,Affiliate,Credit Card,VIP,North,FALSE,
ORD-16910,CUST-2304,2023-09-22,202.76,4,Home,Completed,PROD-869,SKU-541,50.69,81.10,10.85,16.22,0.00,Social Media,PayPal,VIP,International,FALSE,
ORD-16911,CUST-2304,2023-01-29,139.91,3,Home,Shipped,PROD-906,SKU-1288,46.64,55.97,13.96,11.19,13.99,Social Media,Crypto,VIP,West,FALSE,
ORD-16912,CUST-2305,2024-11-08,471.42,500,Electronics,Completed,PROD-194,SKU-3799,94.28,188.57,16.82,37.71,0.00,Web,Debit Card,New,International,FALSE,
ORD-16913,CUST-2305,2025-02-13,131.11,1,Electronics,Completed,PROD-636,SKU-4182,131.11,52.44,4.79,10.49,0.00,Mobile App,Crypto,New,North,FALSE,
ORD-16914,CUST-2305,Sat Jun 28 2025,58.47,1,Home,Returned,PROD-68,SKU-2196,58.47,23.39,3.31,4.68,5.85,Mobile App,Debit Card,New,East,FALSE,
ORD-16915,CUST-2306,2026-03-03,290.44,1,Fashion,Completed,PROD-281,SKU-2690,290.44,116.18,2.48,23.24,0.00,Web,Debit Card,Returning,North,FALSE,
ORD-16916,CUST-2306,2023-09-12,227.54,5,Electronics,Completed,PROD-9,SKU-3309,45.51,91.02,13.87,18.20,0.00,Affiliate,Debit Card,Returning,West,FALSE,
ORD-16917,CUST-2306,Sun Jul 21 2024,204.21,3,Electronics,Completed,PROD-274,SKU-2945,68.07,81.68,10.83,16.34,20.42,Affiliate,PayPal,VIP,West,FALSE,
ORD-16918,CUST-2307,2025-09-16,240.78,3,Sports,Completed,PROD-808,SKU-4154,80.26,96.31,0.92,19.26,24.08,Web,Crypto,VIP,West,FALSE,
ORD-16919,CUST-2307,2023-09-21,135.73,1,Beauty,Pending,PROD-178,SKU-2566,135.73,54.29,16.46,10.86,0.00,Mobile App,Credit Card,New,West,FALSE,
ORD-16920,CUST-2307,2025-03-07,465.72,1,Sports,Shipped,PROD-940,SKU-27,465.72,186.29,2.39,37.26,46.57,Affiliate,Crypto,VIP,East,FALSE,
ORD-16921,CUST-2308,Fri May 24 2024,215.88,1,Electronics,Shipped,PROD-989,SKU-3748,215.88,86.35,11.65,17.27,21.59,Web,Credit Card,New,West,FALSE,
ORD-16922,,2024-06-18,230.13,4,Sports,Pending,PROD-196,SKU-1214,57.53,92.05,5.72,18.41,0.00,Web,Credit Card,New,International,FALSE,
ORD-16923,CUST-2308,2024-09-18,48.42,1,Fashion,Pending,PROD-966,SKU-1093,48.42,19.37,13.26,3.87,4.84,Mobile App,Debit Card,New,East,FALSE,
ORD-16924, CUST-2309 ,2024-12-01,33.74,1,Sports,Completed,PROD-91,SKU-497,33.74,13.50,2.61,2.70,3.37,Web,Debit Card,Returning,East,FALSE,
ORD-16925,CUST-2309,2025-12-19,318.24,4,Sports,Cancelled,PROD-585,SKU-944,79.56,127.29,4.80,25.46,0.00,Affiliate,PayPal,Returning,West,FALSE,
ORD-16926,CUST-2309,2023-11-02,201.38,3,Sports,Returned,PROD-949,SKU-4524,67.13,80.55,19.10,16.11,0.00,Mobile App,Credit Card,Returning,International,FALSE,
ORD-16927,CUST-2310,2025-07-27,420.42,1,Beauty,Shipped,PROD-90,SKU-499,420.42,168.17,14.03,33.63,42.04,Mobile App,PayPal,New,West,FALSE,
ORD-16928,CUST-2310,2023-08-05,307.95,3,Sports,Completed,PROD-809,SKU-2705,102.65,123.18,9.60,24.64,30.79,Web,PayPal,VIP,East,FALSE,
ORD-16929,CUST-2310,2024-12-03,147.11,2,,Shipped,PROD-542,SKU-226,73.55,58.84,0.44,11.77,0.00,Web,Credit Card,New,West,FALSE,
ORD-16930,CUST-2311,2024-07-23,22.29,5,Electronics,Shipped,PROD-358,SKU-228,4.46,8.92,5.50,1.78,0.00,Mobile App,Credit Card,VIP,South,FALSE,
ORD-16931,CUST-2311,2025-11-10,452.27,1,Fashion,Completed,PROD-860,SKU-2151,452.27,180.91,6.98,36.18,0.00,Web,PayPal,Returning,International,TRUE,
ORD-16932,CUST-2311,2025-02-28,437.30,4,Electronics,Shipped,PROD-224,SKU-4552,109.33,174.92,18.73,34.98,0.00,Web,Crypto,New,East,FALSE,
ORD-16933,CUST-2312,2025-01-27,329.47,2,Fashion,Returned,PROD-903,SKU-2478,164.73,131.79,17.81,26.36,0.00,Mobile App,PayPal,VIP,West,FALSE,
ORD-16934,CUST-2312,2023-07-17,77.17,5,Home,Pending,PROD-929,SKU-3641,15.43,30.87,11.58,6.17,0.00,Web,Crypto,New,East,FALSE,
ORD-16935,CUST-2312,2023-10-19,67.78,5,Sports,Pending,PROD-325,SKU-2358,13.56,27.11,9.58,5.42,0.00,Web,PayPal,VIP,West,FALSE,
ORD-16936,CUST-2313,2025-07-22,232.08,2,Beauty,Cancelled,PROD-163,SKU-3233,116.04,92.83,7.10,18.57,0.00,Mobile App,PayPal,Returning,West,FALSE,
ORD-16937,,2025-07-05,377.09,2,Fashion,Pending,PROD-370,SKU-1863,188.55,150.84,10.82,30.17,37.71,Web,PayPal,New,International,FALSE,
ORD-16938,CUST-2313,2023-01-27,467.94,4,Electronics,Shipped,PROD-574,SKU-2913,116.99,187.18,14.27,37.44,0.00,Mobile App,PayPal,VIP,North,TRUE,
ORD-16939,CUST-2314,Wed Jan 03 2024,168.20,1,Electronics,Completed,PROD-504,SKU-2157,168.20,67.28,4.27,13.46,0.00,Mobile App,Crypto,VIP,West,FALSE,
ORD-16940,CUST-2314,Wed Jan 11 2023,53.66,2,Beauty,Completed,PROD-324,SKU-2296,26.83,21.46,10.48,4.29,0.00,Affiliate,Crypto,New,East,FALSE,
ORD-16941,CUST-2314,2025-08-14, 164.81 ,3,Sports,Shipped,PROD-532,SKU-761,54.94,65.92,9.50,13.18,0.00,Web,Crypto,VIP,West,FALSE,
ORD-16942,CUST-2315,2023-10-11,211.66,2,,Shipped,PROD-620,SKU-2556,105.83,84.66,5.72,16.93,0.00,Web,PayPal,VIP,International,FALSE,
ORD-16943,CUST-2315,2024-04-25,65.23,4,Beauty,Cancelled,PROD-563,SKU-681,16.31,26.09,19.55,5.22,0.00,Web,Crypto,Returning,East,FALSE,
ORD-16944,CUST-2315,2026-03-01,359.15,1,Sports,Completed,PROD-440,SKU-4578,359.15,143.66,14.10,28.73,35.92,Affiliate,Credit Card,New,North,FALSE,
ORD-16945,CUST-2316,2023-12-12,337.56,1,Beauty,Returned,PROD-666,SKU-3624,337.56,135.03,17.81,27.01,0.00,Web,Credit Card,VIP,International,FALSE,
ORD-16946,CUST-2316,2026-01-29,132.22,2,Sports,Cancelled,PROD-696,SKU-4544,66.11,52.89,10.44,10.58,13.22,Mobile App,Debit Card,New,West,FALSE,
ORD-16947,CUST-2316,2025-10-29,386.34,4,Sports,Pending,PROD-656,SKU-4058,96.58,154.54,11.65,30.91,0.00,Affiliate,Crypto,Returning,International,FALSE,
ORD-16948,CUST-2317,2024-01-15,393.81,2,Electronics,Returned,PROD-58,SKU-1417,196.91,157.52,3.93,31.50,0.00,Affiliate,Crypto,VIP,West,FALSE,
ORD-16949,CUST-2317,2024-01-12,442.53,3,Beauty,Returned,PROD-471,SKU-4772,147.51,177.01,6.45,35.40,44.25,Mobile App,Debit Card,New,East,FALSE,
ORD-16950,CUST-2317,2025-03-15,501.73,2,Home,Shipped,PROD-983,SKU-3445,250.87,200.69,14.87,40.14,0.00,Mobile App,Crypto,New,South,FALSE,
ORD-16951,CUST-2318,2025-10-16,252.84,2,Sports,Cancelled,PROD-131,SKU-2074,126.42,101.13,6.26,20.23,0.00,Affiliate,Crypto,Returning,International,FALSE,
ORD-16952,CUST-2318,2025-03-22,32.29,5,Home,Returned,PROD-128,SKU-1947,6.46,12.92,5.75,2.58,3.23,Social Media,PayPal,Returning,East,FALSE,
ORD-16953,CUST-2318,2023-03-01,213.02,2,Electronics,Pending,PROD-917,SKU-4109,106.51,85.21,13.88,17.04,21.30,Web,Crypto,New,North,TRUE,
ORD-16954,CUST-2319,2023-12-11,270.10,1,Electronics,Cancelled,PROD-451,SKU-1888,270.10,108.04,13.28,21.61,0.00,Mobile App,Crypto,VIP,International,FALSE,
ORD-16955,CUST-2319,2024-08-10,322.43,1,Sports,Cancelled,PROD-537,SKU-4319,322.43,128.97,17.21,25.79,0.00,Affiliate,Debit Card,VIP,North,FALSE,
ORD-16956,CUST-2319,Thu Jun 20 2024,303.80,3,Home,Shipped,PROD-167,SKU-4661,101.27,121.52,15.61,24.30,0.00,Web,Crypto,New,East,FALSE,
ORD-16957,CUST-2320,2023-03-17,235.27,2,Beauty,Completed,PROD-564,SKU-4187,117.63,94.11,17.32,18.82,23.53,Social Media,Debit Card,VIP,West,FALSE,Defective
ORD-16958,CUST-2320,2025-07-14,468.06,5,Electronics,Cancelled,PROD-411,SKU-2609,93.61,187.22,13.63,37.44,46.81,Mobile App,Debit Card,VIP,West,FALSE,
ORD-16959,CUST-2320,2024-08-03,37.10,2,Home,Returned,PROD-614,SKU-3697,18.55,14.84,12.75,2.97,3.71,Web,PayPal,New,International,FALSE,
ORD-16960,CUST-2321,2024-01-09,395.99,,Beauty,Pending,PROD-85,SKU-4424,395.99,158.40,2.87,31.68,0.00,Affiliate,Debit Card,New,International,TRUE,
ORD-16961,CUST-2321,2025-04-10,145.45,2,Fashion,Cancelled,PROD-894,SKU-1543,72.72,58.18,5.76,11.64,0.00,Web,Crypto,VIP,East,FALSE,
ORD-16962,CUST-2321,2023-06-16,163.28,3,Beauty,Completed,PROD-315,SKU-3271,54.43,65.31,18.94,13.06,16.33,Social Media,Credit Card,New,East,FALSE,
ORD-16963,CUST-2322,9/22/2025,180.07,5,,Cancelled,PROD-704,SKU-2097,36.01,72.03,12.11,14.41,0.00,Affiliate,Crypto,Returning,North,FALSE,
ORD-16964,CUST-2322,2024-12-07,383.81,1,Home,Pending,PROD-488,SKU-2179,383.81,153.52,17.48,30.70,0.00,Affiliate,Credit Card,VIP,North,FALSE,Defective
ORD-16965, CUST-2322 ,2023-08-01,497.84,4,Electronics,Shipped,PROD-703,SKU-2915,124.46,199.14,17.01,39.83,0.00,Affiliate,Debit Card,Returning,South,FALSE,
ORD-16966,CUST-2323,2023-08-12,293.31,5,Beauty,Returned,PROD-656,SKU-4519,58.66,117.33,13.16,23.47,29.33,Web,Crypto,VIP,North,FALSE,
ORD-16967,CUST-2323,2025-11-23,43.54,4,Sports,Completed,PROD-726,SKU-631,10.89,17.42,5.10,3.48,0.00,Mobile App,Crypto,New,East,FALSE,
ORD-16968,CUST-2323,2025-09-13,,2,Sports,Pending,PROD-759,SKU-1696,117.47,93.98,5.45,18.80,0.00,Social Media,Credit Card,VIP,East,FALSE,
ORD-16969,CUST-2324,2024-05-22,250.04,5,Fashion,Shipped,PROD-501,SKU-415,50.01,100.02,16.03,20.00,0.00,Social Media,PayPal,New,North,FALSE,
ORD-16970,CUST-2324,2024-10-31,359.61,2,Home,Completed,PROD-585,SKU-4134,179.80,143.84,4.72,28.77,0.00,Social Media,Crypto,VIP,South,FALSE,
ORD-16971,CUST-2324,2024-10-28,236.29,2,Fashion,Pending,PROD-152,SKU-3245,118.15,94.52,1.62,18.90,0.00,Social Media,Crypto,Returning,North,FALSE,
ORD-16972,CUST-2325,9/15/2023,281.70,2,Beauty,Shipped,PROD-528,SKU-35,140.85,112.68,9.99,22.54,0.00,Mobile App,PayPal,New,West,FALSE,
ORD-16973,CUST-2325,2025-02-11,74.05,2,Home,Cancelled,PROD-474,SKU-448,37.02,29.62,13.36,5.92,7.40,Affiliate,Crypto,VIP,West,FALSE,
ORD-16974,CUST-2325,2024-09-16, 496.24 ,2, Home ,Pending,PROD-38,SKU-4372,248.12,198.50,15.43,39.70,0.00,Social Media,Credit Card,New,International,FALSE,
ORD-16975,CUST-2326,2023-02-15,372.64,1,Sports,Completed,PROD-260,SKU-3873,372.64,149.05,6.99,29.81,37.26,Mobile App,Debit Card,New,South,TRUE,
ORD-16976,CUST-2326,2025-12-13,,1,Electronics,Pending,PROD-48,SKU-398,45.33,18.13,7.47,3.63,0.00,Affiliate,Debit Card,VIP,International,FALSE,
ORD-16977,CUST-2326,2025-06-08,351.08,5,Electronics,Pending,PROD-923,SKU-4298,70.22,140.43,14.13,28.09,0.00,Affiliate,Credit Card,New,West,FALSE,Defective
ORD-16978,CUST-2327,2026-02-06,150.58,1,Electronics,Pending,PROD-269,SKU-2377,150.58,60.23,8.00,12.05,0.00,Social Media,PayPal,Returning,North,FALSE,Defective
ORD-16979,CUST-2327,2023-12-19,327.16,3,Home,Completed,PROD-395,SKU-1207,109.05,130.86,6.44,26.17,0.00,Web,Credit Card,New,East,FALSE,
ORD-16980,CUST-2327,2025-04-03,242.12,500,Sports,Completed,PROD-672,SKU-117,48.42,96.85,12.70,19.37,0.00,Social Media,PayPal,New,East,FALSE,
ORD-16981,CUST-2328,2025-05-11,299.06,5,Beauty,Returned,PROD-20,SKU-4721,59.81,119.62,5.22,23.92,0.00,Mobile App,Crypto,New,International,FALSE,
ORD-16982,CUST-2328,2025-01-31,41.20,2,Fashion,Returned,PROD-481,SKU-951,20.60,16.48,19.89,3.30,0.00,Mobile App,Crypto,Returning,North,TRUE,
ORD-16983,CUST-2328,2024-10-09,441.00,5,Beauty,Pending,PROD-96,SKU-984,88.20,176.40,14.58,35.28,0.00,Social Media,Debit Card,New,International,FALSE,
ORD-16984,CUST-2329,2025-06-15,359.82,1,Electronics,Pending,PROD-629,SKU-4527,359.82,143.93,17.16,28.79,0.00,Affiliate,PayPal,Returning,West,FALSE,
ORD-16985,CUST-2329,2023-01-12,436.25,3,Sports,Pending,PROD-622,SKU-505,145.42,174.50,19.20,34.90,0.00,Social Media,PayPal,VIP,West,FALSE,
ORD-16986,CUST-2329,2024-03-18,67.50,1,Sports,Completed,PROD-370,SKU-1903,67.50,27.00,3.74,5.40,0.00,Affiliate,Debit Card,New,North,FALSE,
ORD-16987,CUST-2330,2023-01-22,237.29,4,Home,Shipped,PROD-966,SKU-3719,59.32,94.91,4.42,18.98,23.73,Social Media,Credit Card,VIP,North,FALSE,Defective
ORD-16988,CUST-2330,2025-02-01,434.50,1,Beauty,Shipped,PROD-451,SKU-3589,434.50,173.80,10.70,34.76,43.45,Web,Debit Card,New,East,FALSE,
ORD-16989,CUST-2330,2024-02-27,353.39,3,Home,Completed,PROD-225,SKU-983,117.80,141.36,14.38,28.27,0.00,Web,PayPal,New,West,FALSE,
ORD-16990,CUST-2331,6/28/2025,121.13,5,Electronics,Cancelled,PROD-124,SKU-4240,24.23,48.45,4.09,9.69,0.00,Mobile App,PayPal,VIP,North,FALSE,Defective
ORD-16991,CUST-2331,2023-07-16,227.46,1,Home,Cancelled,PROD-990,SKU-3316,227.46,90.98,2.22,18.20,0.00,Social Media,Crypto,New,West,FALSE,
ORD-16992,CUST-2331,1750942121179,214.18,1,,Cancelled,PROD-664,SKU-2151,214.18,85.67,18.36,17.13,0.00,Affiliate,PayPal,VIP,South,FALSE,
ORD-16993,CUST-2332,2025-01-08,412.64,3,Electronics,Shipped,PROD-209,SKU-1466,137.55,165.05,12.57,33.01,41.26,Mobile App,Credit Card,New,East,FALSE,
ORD-16994,CUST-2332,2024-04-24,215.64,2,Fashion,Completed,PROD-574,SKU-1334,107.82,86.26,12.71,17.25,21.56,Web,Crypto,Returning,North,FALSE,
ORD-16995,CUST-2332,2025-07-23,282.74,5,Sports,Completed,PROD-851,SKU-615,56.55,113.10,17.85,22.62,0.00,Affiliate,Debit Card,VIP,International,FALSE,
ORD-16996,CUST-2333,2023-11-01,43.37,1,Beauty,Pending,PROD-552,SKU-525,43.37,17.35,16.50,3.47,4.34,Social Media,Crypto,New,West,FALSE,
ORD-16997,CUST-2333,2023-08-01,209.79,4,Beauty,Completed,PROD-838,SKU-760,52.45,83.92,13.01,16.78,0.00,Affiliate,Credit Card,New,East,FALSE,
ORD-16998,CUST-2333,2023-06-18,428.11,5,Home,Cancelled,PROD-108,SKU-4883,85.62,171.24,13.58,34.25,0.00,Affiliate,Credit Card,New,West,FALSE,
ORD-16999,CUST-2334,2025-09-19,318.30,5,Sports,Returned,PROD-192,SKU-4908,63.66,127.32,3.24,25.46,0.00,Mobile App,Credit Card,VIP,West,FALSE,
ORD-17000,,2025-10-20,205.13,1,Home,Completed,PROD-396,SKU-254,205.13,82.05,19.70,16.41,0.00,Mobile App,PayPal,New,West,FALSE,
ORD-17001,CUST-2334,2024-10-15,244.67,2,Fashion,Returned,PROD-191,SKU-3334,122.34,97.87,12.58,19.57,0.00,Affiliate,PayPal,New,East,FALSE,
ORD-17002,CUST-2335,2024-12-08,46.19,5,Sports,Completed,PROD-45,SKU-652,9.24,18.48,1.13,3.70,0.00,Social Media,Credit Card,VIP,South,FALSE,
ORD-17003,CUST-2335,2024-12-26,206.20,4,Fashion,Completed,PROD-629,SKU-1375,51.55,82.48,11.34,16.50,0.00,Affiliate,Debit Card,Returning,North,FALSE,
ORD-17004,CUST-2335,2023-12-26,64.31,4,Home,Completed,PROD-245,SKU-1996,16.08,25.72,15.93,5.14,0.00,Affiliate,PayPal,New,West,TRUE,
ORD-17005,CUST-2336,2026-03-02,343.39,5,Home,Cancelled,PROD-744,SKU-4451,68.68,137.36,15.84,27.47,0.00,Mobile App,PayPal,New,East,FALSE,
ORD-17006,CUST-2336,2025-05-13,398.48,5,Home,Returned,PROD-582,SKU-555,79.70,159.39,3.52,31.88,0.00,Affiliate,Crypto,VIP,South,FALSE,
ORD-17007,CUST-2336,2023-01-12,207.66,500,Beauty,Completed,PROD-4,SKU-1740,41.53,83.06,4.26,16.61,0.00,Web,Crypto,VIP,East,FALSE,
ORD-17008, CUST-2337 ,2023-01-04,222.99,4,Sports,Pending,PROD-488,SKU-786,55.75,89.19,7.72,17.84,0.00,Social Media,PayPal,New,East,FALSE,
ORD-17009,CUST-2337,2025-06-08,506.32,4,Sports,Returned,PROD-323,SKU-2568,126.58,202.53,19.94,40.51,0.00,Affiliate,PayPal,Returning,West,FALSE,
ORD-17010,CUST-2337,2025-07-01,399.68,4,Fashion,Shipped,PROD-320,SKU-540,99.92,159.87,7.51,31.97,0.00,Web,Credit Card,Returning,International,FALSE,
ORD-17011,CUST-2338,2024-08-23,208.03,2,Electronics,Shipped,PROD-767,SKU-4460,104.02,83.21,9.71,16.64,0.00,Web,Credit Card,Returning,International,FALSE,
ORD-17012,CUST-2338,2024-11-14,121.78,1,Fashion,Cancelled,PROD-996,SKU-584,121.78,48.71,13.04,9.74,12.18,Affiliate,PayPal,VIP,North,FALSE,
ORD-17013,CUST-2338,2023-10-31,313.32,5,Sports,Cancelled,PROD-362,SKU-2831,62.66,125.33,18.82,25.07,0.00,Affiliate,PayPal,Returning,West,FALSE,
ORD-17014,CUST-2339,2025-12-15,424.52,3,Electronics,Completed,PROD-488,SKU-1013,141.51,169.81,18.71,33.96,42.45,Affiliate,Crypto,Returning,West,FALSE,
ORD-17015,CUST-2339,2025-03-30,477.03,5,Fashion,Returned,PROD-149,SKU-3489,95.41,190.81,4.37,38.16,0.00,Web,PayPal,VIP,International,FALSE,
ORD-17016,,2023-12-22,145.94,1,Sports,Pending,PROD-381,SKU-817,145.94,58.38,2.53,11.68,0.00,Social Media,Debit Card,VIP,South,FALSE,
ORD-17017,CUST-2340,2023-11-12,358.27,2,Fashion,Shipped,PROD-595,SKU-1333,179.13,143.31,5.92,28.66,0.00,Mobile App,Credit Card,New,International,FALSE,
ORD-17018,CUST-2340,5/29/2024,473.62,3,Sports,Cancelled,PROD-629,SKU-3983,157.87,189.45,9.11,37.89,0.00,Mobile App,Debit Card,Returning,International,FALSE,
ORD-17019,CUST-2340,2023-01-19,267.82,5,Beauty,Cancelled,PROD-708,SKU-3934,53.56,107.13,11.92,21.43,0.00,Social Media,Credit Card,Returning,West,FALSE,Defective
ORD-17020,CUST-2341,2024-07-14,442.68,5,Beauty,Shipped,PROD-425,SKU-1386,88.54,177.07,13.40,35.41,0.00,Web,Debit Card,Returning,West,FALSE,
